listing_id,date,city,district,rooms,area_sqm,floor,total_floors,has_elevator,year_built,distance_center_km,postal_code,price_sqm,price_total
711554,2025-06-12,Krakow,Stare Miasto,4.0,,0.0,16.0,1.0,1996.0,7.58,40-802,6319,662275
500106,2024-03-16,Warszawa,Zoliborz,3.0,90.8,4.0,,1.0,1985.0,4.69,61-136,9757,885978
286054,2024-11-06,Poznan,Winogrady,5.0,115.3,2.0,15.0,1.0,2014.0,2.66,86-249,6713,774024
96803,2025-03-13,Warszawa,Mokotow,5.0,99.6,14.0,9.0,1.0,1984.0,4.23,23-955,10878,1083420
206527,2024-12-18,Gdansk,Osowa,4.0,105.0,6.0,11.0,1.0,2007.0,5.29,14-988,5459,573185
710043,2024-04-28,Warszawa,Targowek,3.0,47.8,13.0,10.0,1.0,1958.0,7.91,33-291,5840,279164
619229,2025-08-07,Warszawa,Ursynow,3.0,49.7,6.0,14.0,0.0,1972.0,3.58,63-248,9118,453178
82819,2024-08-26,Krakow,Krowodrza,4.0,74.3,0.0,11.0,,,0.75,47-974,10605,787926
406837,2025-05-07,Warszawa,Ursynow,2.0,95.5,6.0,5.0,1.0,2015.0,5.73,69-194,8452,807170
617354,2025-02-20,Poznan,Grunwald,4.0,108.4,12.0,14.0,,1977.0,2.62,60-586,6648,720688
414067,2025-04-11,Gdansk,Zaspa,5.0,62.3,0.0,15.0,1.0,2021.0,1.06,34-164,9371,583784
505824,2025-10-01,Warszawa,Ursynow,5.0,,9.0,16.0,1.0,1992.0,2.13,19-462,10850,770353
276184,2025-03-05,Krakow,Pradnik,5.0,87.2,6.0,10.0,1.0,2016.0,4.04,24-718,7231,630527
680748,2025-06-25,Gdansk,Srodmiescie,2.0,57.3,13.0,17.0,1.0,1976.0,1.93,80-108,9337,535013
574518,2024-10-17,Wroclaw,Krzyki,5.0,102.7,8.0,4.0,0.0,2001.0,6.32,40-578,5142,528105
399188,2024-04-06,Warszawa,Mokotow,1.0,55.4,,4.0,0.0,1962.0,4.0,30-147,7878,436460
123129,2024-01-26,Wroclaw,Stare Miasto,3.0,96.0,2.0,15.0,0.0,,5.76,97-726,6721,645203
152915,2023-12-04,Warszawa,Wola,1.0,70.0,8.0,9.0,1.0,,1.19,37-580,14260,998210
663739,2024-08-03,Poznan,Naramowice,4.0,106.3,15.0,15.0,1.0,2003.0,0.86,41-352,7721,820776
153334,2025-03-20,Lodz,Baluty,5.0,118.3,13.0,15.0,,1992.0,6.66,68-197,3804,450047
261685,2025-05-14,Warszawa,Praga,5.0,101.1,2.0,10.0,1.0,1955.0,2.85,49-920,7574,765747
225701,2024-02-16,Krakow,Zwierzyniec,2.0,60.2,,12.0,1.0,1983.0,9.42,41-930,5452,328194
225827,2025-04-01,Poznan,Rataje,1.0,77.4,6.0,13.0,1.0,2009.0,15.84,44-880,3500,270900
314774,2025-08-04,Krakow,Bronowice,1.0,30.1,13.0,4.0,0.0,,7.52,73-893,5157,155219
398813,2024-07-21,Lodz,Srodmiescie,3.0,73.0,4.0,6.0,1.0,,4.41,90-177,6723,490803
700925,2024-10-20,Warszawa,Bielany,4.0,69.3,1.0,13.0,1.0,1987.0,11.43,86-143,4883,338376
658438,2024-10-12,Lodz,Teofilow,2.0,86.7,3.0,5.0,0.0,2016.0,3.12,86-522,4634,401737
153394,2023-11-02,Warszawa,Ursynow,1.0,42.2,,15.0,1.0,2023.0,6.54,31-776,8049,339663
269053,2025-06-09,Krakow,Podgorze,4.0,89.3,10.0,17.0,1.0,1984.0,2.87,12-332,8192,731590
335638,2023-12-24,Wroclaw,Stare Miasto,1.0,79.5,1.0,8.0,1.0,1958.0,7.91,97-754,5454,433575
219975,2024-06-21,Warszawa,Ursynow,5.0,92.3,9.0,12.0,1.0,1970.0,1.25,77-355,11689,1078866
235935,2024-06-05,Warszawa,Praga,4.0,103.8,15.0,12.0,1.0,2017.0,2.99,89-442,10061,1044380
584353,2024-12-29,Warszawa,Ursynow,5.0,82.4,0.0,13.0,1.0,1981.0,2.3,28-208,11034,909185
608449,2023-12-21,Krakow,Krowodrza,2.0,95.2,15.0,9.0,1.0,1993.0,6.15,40-644,7524,716320
561666,2025-09-02,Krakow,Podgorze,5.0,97.9,1.0,8.0,1.0,1960.0,2.3,69-960,7802,763769
86960,2024-01-21,Lodz,Widzew,3.0,97.1,11.0,6.0,1.0,1960.0,11.2,16-753,3500,339850
349337,2024-01-27,Gdansk,Orunia,4.0,86.1,9.0,7.0,0.0,2009.0,0.54,41-993,7391,636353
476372,2024-12-21,Warszawa,Srodmiescie,3.0,84.3,,12.0,1.0,1958.0,1.9,91-646,11439,964278
401644,2024-08-23,Krakow,Nowa Huta,2.0,55.7,12.0,12.0,1.0,,9.65,96-178,4620,257319
268577,2024-03-26,Poznan,Stare Miasto,4.0,99.0,0.0,7.0,1.0,1980.0,6.25,78-909,5675,561790
532510,2024-06-17,Gdansk,Srodmiescie,5.0,85.0,5.0,14.0,1.0,2003.0,12.16,58-734,4741,402984
621340,2024-07-19,Lodz,Baluty,2.0,66.0,2.0,11.0,1.0,1990.0,8.37,88-632,3500,231000
695923,2025-02-26,Poznan,Wilda,3.0,,4.0,11.0,1.0,1999.0,5.56,20-341,5155,617586
621114,2025-01-13,Poznan,Jezyce,3.0,99.0,10.0,9.0,1.0,1999.0,5.86,69-702,5536,548019
748710,2025-04-11,Warszawa,Ursynow,3.0,89.5,5.0,6.0,1.0,1980.0,4.14,60-607,9844,881009
608871,2023-11-27,Wroclaw,Oporow,5.0,118.9,8.0,12.0,1.0,2005.0,6.24,53-598,5935,705700
238473,2025-04-22,Lodz,Karolew,1.0,60.3,6.0,6.0,1.0,2013.0,6.88,77-291,4381,264168
658645,2024-09-25,Gdansk,Przymorze,1.0,42.7,15.0,11.0,1.0,1973.0,12.59,72-573,3724,159011
164253,2024-02-05,Gdansk,Oliwa,3.0,73.6,5.0,8.0,,2017.0,6.74,30-493,6808,501067
646083,2025-06-12,Lodz,Retkinia,3.0,89.7,12.0,13.0,0.0,,3.72,55-915,4403,394947
509383,2024-03-18,Krakow,Nowa Huta,1.0,67.9,3.0,12.0,1.0,2023.0,6.03,42-373,5826,395595
25323,2024-12-10,Krakow,Zwierzyniec,3.0,49.2,5.0,13.0,1.0,1965.0,7.23,67-721,6972,343006
389818,2025-08-03,Wroclaw,Oltaszyn,1.0,69.0,,8.0,1.0,1964.0,,78-767,7432,512822
40982,2024-02-11,Warszawa,Zoliborz,5.0,78.7,14.0,5.0,0.0,1990.0,2.37,42-296,9503,747860
374680,2024-03-09,Lodz,Polesie,3.0,67.1,12.0,7.0,1.0,1957.0,3.05,56-690,5454,365945
27818,2024-09-03,Lodz,Baluty,1.0,,7.0,4.0,0.0,1963.0,,68-940,3543,238799
531609,2024-01-04,Krakow,Krowodrza,2.0,62.4,14.0,6.0,1.0,,3.17,56-624,9805,611816
403220,2024-08-17,Poznan,Wilda,3.0,80.7,,9.0,1.0,,5.95,62-108,4484,361823
417333,2025-07-14,Poznan,Jezyce,4.0,103.8,3.0,7.0,1.0,,13.93,95-395,3500,363300
762907,2025-01-22,Warszawa,Mokotow,2.0,87.4,2.0,17.0,1.0,1971.0,2.11,75-108,12022,1050729
311712,2024-11-24,Warszawa,Bielany,2.0,54.0,14.0,6.0,1.0,1979.0,6.53,22-518,8432,455324
731063,2024-10-14,Warszawa,Bielany,5.0,58.6,7.0,9.0,1.0,2005.0,9.24,28-570,5907,346178
726297,2025-09-14,Lodz,Karolew,1.0,67.0,7.0,9.0,1.0,2010.0,11.17,55-467,3500,234500
225960,2025-02-11,Warszawa,Praga,2.0,63.5,0.0,4.0,0.0,1988.0,4.63,35-938,8025,509571
551702,2024-05-06,Krakow,Podgorze,2.0,83.3,3.0,9.0,1.0,1956.0,3.62,17-243,7376,614428
406157,2025-05-25,Lodz,Baluty,5.0,81.0,2.0,6.0,1.0,1994.0,1.87,78-944,5576,451630
635592,2024-08-18,Warszawa,Praga,3.0,89.7,2.0,7.0,1.0,1992.0,8.86,57-401,5871,526595
406180,2024-11-08,Poznan,Nowe Miasto,3.0,75.3,0.0,8.0,,2017.0,7.59,79-221,4264,321091
577037,2024-02-02,Krakow,Zwierzyniec,4.0,80.1,12.0,17.0,1.0,2023.0,6.25,54-963,7697,616495
188481,2024-04-18,Gdansk,Srodmiescie,1.0,59.2,10.0,9.0,1.0,1970.0,0.84,75-326,12573,744350
460707,2024-11-30,Krakow,Stare Miasto,4.0,89.8,3.0,6.0,0.0,1990.0,2.32,15-439,10428,936463
304807,2024-02-26,Krakow,Stare Miasto,,117.6,12.0,9.0,1.0,2020.0,7.81,87-988,7867,925209
411936,2025-09-25,Wroclaw,Biskupin,3.0,69.9,,9.0,1.0,1974.0,0.35,31-983,8908,622634
714659,2024-03-22,Krakow,Nowa Huta,1.0,76.1,9.0,,1.0,1979.0,2.91,49-883,6939,528031
53886,2024-03-27,Warszawa,Bielany,4.0,60.7,14.0,17.0,1.0,1959.0,9.17,90-885,5982,363134
65700,2024-10-01,Wroclaw,Biskupin,2.0,63.5,10.0,10.0,0.0,2010.0,5.49,15-207,5655,359107
722084,2025-02-26,Wroclaw,Fabryczna,4.0,86.3,0.0,11.0,1.0,2006.0,7.2,37-171,4970,428900
696125,2024-03-08,Krakow,Czyzyny,5.0,80.8,6.0,17.0,1.0,2003.0,8.69,32-647,4917,397283
243950,2024-07-20,Lodz,Baluty,3.0,,0.0,7.0,1.0,1990.0,3.58,12-907,4635,379575
495003,2025-05-16,Krakow,Pradnik,4.0,67.0,,6.0,1.0,2009.0,6.92,83-845,5653,378727
345697,2023-12-11,Gdansk,Oliwa,4.0,72.3,12.0,8.0,1.0,1969.0,13.84,51-427,3500,253050
574475,2023-12-27,Lodz,Srodmiescie,1.0,43.6,14.0,16.0,1.0,1985.0,5.79,51-654,5693,248206
117704,2025-04-05,Lodz,Baluty,5.0,106.9,13.0,6.0,1.0,1990.0,7.09,64-358,3974,424871
327428,2025-08-27,Lodz,Baluty,5.0,96.5,,14.0,1.0,2015.0,6.99,30-783,3500,337750
158628,2024-09-11,Krakow,Podgorze,1.0,51.5,13.0,6.0,1.0,1977.0,4.14,71-848,8532,439376
76692,2024-12-19,Poznan,Grunwald,3.0,77.5,11.0,12.0,1.0,,10.08,83-745,3500,271250
424803,2025-07-31,Warszawa,Bemowo,3.0,52.3,6.0,14.0,1.0,1963.0,1.08,46-543,11513,602116
567858,2024-05-25,Warszawa,Bemowo,1.0,43.5,5.0,17.0,0.0,1968.0,12.55,24-691,4323,188066
451982,2023-11-16,Krakow,Pradnik,1.0,79.3,5.0,7.0,1.0,1987.0,3.24,61-684,7829,620861
165440,2024-09-13,Krakow,Pradnik,4.0,92.0,3.0,17.0,1.0,1961.0,8.77,39-489,4493,413343
325505,2024-02-04,Lodz,Polesie,1.0,55.7,13.0,11.0,1.0,1966.0,13.73,64-734,3500,194950
610794,2025-09-08,Wroclaw,Srodmiescie,5.0,95.8,2.0,14.0,0.0,1975.0,2.33,22-899,8082,774219
409784,2025-02-11,Warszawa,Ursynow,1.0,64.3,9.0,9.0,1.0,1969.0,2.71,19-673,10630,683479
520108,2024-08-18,Gdansk,Wrzeszcz,4.0,86.0,5.0,14.0,1.0,,6.53,75-891,5506,473521
584276,2024-05-31,Krakow,Stare Miasto,4.0,116.3,4.0,12.0,1.0,1957.0,4.09,17-995,8823,1026075
339738,2025-09-26,Warszawa,Ursus,4.0,88.9,11.0,4.0,0.0,,6.16,77-735,5914,525713
571144,2024-08-14,Warszawa,Mokotow,4.0,89.8,7.0,14.0,1.0,1980.0,0.53,98-971,14608,1311803
725372,2025-03-23,Poznan,Stare Miasto,2.0,77.3,0.0,14.0,1.0,2023.0,7.98,30-384,5460,422067
724022,2024-04-27,Wroclaw,Srodmiescie,5.0,82.6,3.0,12.0,1.0,1975.0,9.74,21-609,4806,396940
389959,2024-12-27,Krakow,Podgorze,3.0,82.6,3.0,11.0,1.0,1958.0,4.34,68-469,7913,653601
206578,2023-12-25,Poznan,Winogrady,2.0,81.2,9.0,13.0,1.0,,5.57,67-778,5922,480881
660659,2024-12-16,Wroclaw,Krzyki,4.0,68.5,,11.0,1.0,2011.0,7.56,10-471,6103,418053
632623,2024-09-16,Lodz,Baluty,5.0,107.4,14.0,8.0,1.0,2019.0,6.94,12-427,3861,414620
287684,2025-08-22,Lodz,Retkinia,1.0,62.5,12.0,4.0,0.0,1955.0,2.69,46-837,4329,270559
33797,2024-01-14,Warszawa,Praga,5.0,93.3,,5.0,0.0,2016.0,3.82,73-391,8622,804414
34548,2025-01-24,Wroclaw,Stare Miasto,1.0,59.1,5.0,7.0,1.0,2016.0,3.95,96-155,9344,552208
285480,2025-07-27,Lodz,Gorny,1.0,35.3,3.0,9.0,1.0,2008.0,7.98,22-156,3500,123550
255905,2024-10-20,Lodz,Karolew,4.0,93.6,12.0,14.0,0.0,2007.0,5.34,45-520,4088,382592
537053,2024-06-08,Warszawa,Ursus,1.0,65.5,12.0,8.0,0.0,1994.0,11.39,40-522,4250,278346
421954,2024-04-29,Krakow,Czyzyny,3.0,,10.0,10.0,1.0,2007.0,13.39,73-457,3963,294037
697330,2025-03-22,Warszawa,Mokotow,1.0,72.4,12.0,4.0,0.0,1956.0,4.07,12-295,8217,594892
546452,2025-04-09,Lodz,Retkinia,2.0,49.8,6.0,17.0,1.0,1993.0,4.55,21-676,4529,225553
280863,2023-12-02,Lodz,Retkinia,3.0,78.2,10.0,14.0,1.0,1993.0,6.04,19-110,4220,330015
189174,2024-05-18,Poznan,Winogrady,4.0,88.7,3.0,,1.0,1963.0,5.33,38-655,4772,423254
722410,2024-03-13,Krakow,Stare Miasto,2.0,49.5,7.0,13.0,1.0,1975.0,12.39,41-798,4981,246574
176474,2024-08-02,Gdansk,Orunia,1.0,56.8,5.0,8.0,0.0,2007.0,7.05,64-551,4808,273098
475088,2024-11-27,Warszawa,Ursus,2.0,73.8,15.0,9.0,1.0,1961.0,4.79,11-957,7651,564613
434441,2025-08-24,Lodz,Polesie,1.0,56.3,1.0,6.0,1.0,1984.0,5.85,13-635,4296,241871
571612,2024-02-06,Wroclaw,Fabryczna,3.0,104.8,0.0,12.0,0.0,,2.97,16-662,6503,681524
37736,2025-02-16,Warszawa,Zoliborz,2.0,83.8,12.0,12.0,1.0,1976.0,11.27,89-366,5811,486970
369704,2025-01-27,Warszawa,Bielany,1.0,79.1,4.0,8.0,1.0,1991.0,3.48,36-388,10888,861277
457272,2024-11-27,Krakow,Podgorze,4.0,83.1,14.0,15.0,1.0,1957.0,2.88,76-971,8404,698336
457558,2023-11-14,Krakow,Zwierzyniec,2.0,77.2,6.0,11.0,1.0,1967.0,4.84,92-783,8176,631224
580212,2024-07-23,Wroclaw,Oltaszyn,4.0,121.3,12.0,5.0,,1979.0,6.47,14-681,5983,725770
318315,2025-02-01,Warszawa,Mokotow,3.0,58.5,10.0,8.0,1.0,2000.0,1.7,74-728,13874,811612
640130,2023-12-16,Krakow,Krowodrza,2.0,51.4,13.0,8.0,1.0,1955.0,2.98,41-619,9440,485217
241281,2025-09-19,Krakow,Krowodrza,1.0,54.5,6.0,8.0,1.0,1957.0,0.43,84-545,10411,567379
489274,2024-03-13,Wroclaw,Psie Pole,1.0,56.3,,7.0,1.0,2014.0,22.2,91-956,3500,197050
524880,2025-07-14,Poznan,Grunwald,3.0,49.7,14.0,12.0,1.0,1970.0,13.85,38-957,3500,173950
239394,2025-04-15,Gdansk,Wrzeszcz,5.0,149.4,8.0,,1.0,1991.0,12.15,33-949,3799,567624
35362,2025-08-14,Poznan,Winogrady,1.0,61.2,6.0,8.0,1.0,1997.0,16.77,60-998,3500,214200
511119,2025-05-29,Krakow,Podgorze,2.0,82.1,3.0,16.0,1.0,2016.0,8.92,83-412,5456,447906
155777,2025-07-30,Lodz,Karolew,1.0,70.5,7.0,17.0,1.0,1978.0,3.93,65-217,4544,320321
117372,2025-01-05,Poznan,Wilda,1.0,91.9,10.0,13.0,1.0,2006.0,7.82,29-286,4631,425598
504224,2025-03-14,Krakow,Nowa Huta,5.0,70.3,13.0,6.0,0.0,1998.0,3.71,37-732,5620,395064
328943,2024-07-25,Wroclaw,Oporow,4.0,89.9,,4.0,0.0,1958.0,11.08,42-674,3500,314650
798569,2024-12-11,Gdansk,Osowa,1.0,77.3,1.0,14.0,1.0,1982.0,8.23,70-653,4277,330587
515263,2025-08-13,Poznan,Stare Miasto,1.0,52.3,15.0,12.0,0.0,1964.0,3.24,87-962,7275,380495
44467,2023-12-27,Gdansk,Oliwa,5.0,82.0,10.0,11.0,1.0,1956.0,2.38,75-521,8422,690628
238100,2024-12-23,Wroclaw,Biskupin,1.0,52.1,5.0,17.0,1.0,1970.0,3.33,22-991,6824,355512
675549,2024-09-02,Gdansk,Oliwa,5.0,59.4,14.0,9.0,1.0,2007.0,5.19,73-295,8379,497741
383569,2023-10-08,Lodz,Baluty,1.0,46.2,12.0,6.0,1.0,1957.0,4.37,90-405,4498,207795
168324,2025-02-08,Gdansk,Wrzeszcz,3.0,81.0,11.0,7.0,1.0,,1.2,56-715,11667,944994
742027,2024-03-18,Lodz,Retkinia,2.0,70.8,1.0,12.0,1.0,1971.0,1.73,16-407,5079,359623
579877,2025-07-26,Krakow,Stare Miasto,4.0,100.4,1.0,14.0,1.0,1981.0,5.22,31-836,8146,817871
302658,2024-02-01,Warszawa,Bielany,4.0,92.5,0.0,17.0,1.0,1973.0,0.78,28-293,11343,1049182
329115,2025-03-25,Poznan,Naramowice,2.0,37.5,4.0,15.0,1.0,1989.0,2.98,97-837,6078,227940
144737,2024-04-30,Gdansk,Przymorze,1.0,56.6,1.0,13.0,1.0,1976.0,1.55,75-553,8721,493590
657870,2024-08-08,Warszawa,Wola,3.0,75.6,8.0,11.0,1.0,1958.0,5.3,42-122,9607,726275
305113,2025-05-23,Krakow,Bronowice,,75.5,10.0,17.0,1.0,1957.0,1.76,65-752,9367,707233
583473,2025-07-03,Gdansk,Zaspa,4.0,53.5,5.0,6.0,1.0,1982.0,5.22,84-827,6465,345863
219853,2025-06-23,Wroclaw,Fabryczna,2.0,51.6,3.0,6.0,1.0,1978.0,2.43,41-622,6562,338618
453712,2025-07-31,Krakow,Podgorze,3.0,114.3,12.0,17.0,1.0,1966.0,3.29,14-835,8196,936754
245465,2025-04-25,Poznan,Rataje,5.0,81.0,12.0,14.0,1.0,2022.0,5.73,13-969,5050,409044
153139,2024-09-15,Wroclaw,Psie Pole,2.0,63.1,1.0,9.0,1.0,1964.0,1.79,81-497,6854,432481
72599,2025-09-05,Wroclaw,Stare Miasto,3.0,93.8,2.0,12.0,1.0,1988.0,13.06,22-523,4143,388608
635158,2025-04-29,Krakow,Nowa Huta,2.0,69.8,15.0,15.0,1.0,2021.0,,98-621,7476,521856
288183,2025-06-26,Warszawa,Targowek,3.0,71.6,0.0,4.0,0.0,1997.0,1.64,83-840,9565,684824
11934,2025-04-22,Krakow,Nowa Huta,5.0,84.2,10.0,10.0,,1982.0,3.89,80-964,7173,603939
14618,2024-01-06,Wroclaw,Biskupin,1.0,54.1,15.0,13.0,1.0,1985.0,2.55,60-113,8313,449736
788450,2025-07-19,Gdansk,Orunia,2.0,57.5,,5.0,0.0,1994.0,7.83,17-183,3892,223788
536577,2024-09-28,Gdansk,Chelm,1.0,69.2,0.0,7.0,1.0,1993.0,13.97,48-604,3500,242200
272297,2024-03-02,Lodz,Gorny,3.0,99.7,14.0,13.0,1.0,1956.0,4.44,73-718,4152,413952
506104,2024-07-26,Lodz,Gorny,2.0,77.9,11.0,14.0,1.0,2011.0,1.3,23-694,6342,494016
605722,2024-01-28,Poznan,Jezyce,5.0,90.9,11.0,8.0,1.0,2013.0,0.26,40-542,8771,797324
460421,2024-08-29,Warszawa,Ursynow,5.0,126.5,5.0,4.0,0.0,2007.0,1.71,34-915,10444,1321210
629346,2024-07-30,Lodz,Teofilow,1.0,51.0,4.0,9.0,1.0,1968.0,5.94,97-671,3648,186043
609343,2025-07-14,Krakow,Nowa Huta,4.0,83.1,11.0,9.0,1.0,2004.0,4.34,57-866,5991,497891
276618,2024-10-28,Warszawa,Ursus,2.0,87.1,7.0,17.0,1.0,1984.0,7.52,41-632,6044,526468
728983,2024-07-31,Warszawa,Ursynow,2.0,77.8,0.0,8.0,1.0,1986.0,2.98,82-449,10590,823921
105145,2024-06-28,Gdansk,Srodmiescie,3.0,100.3,6.0,9.0,1.0,2017.0,9.15,76-972,5613,563008
622596,2024-01-05,Krakow,Zwierzyniec,3.0,77.6,0.0,16.0,1.0,1967.0,3.02,41-102,8253,640410
321658,2025-01-10,Warszawa,Zoliborz,2.0,72.2,4.0,6.0,,1998.0,7.33,96-724,6782,489649
657867,2024-12-15,Wroclaw,Krzyki,2.0,93.3,1.0,13.0,1.0,1975.0,11.5,65-818,3893,363186
784721,2025-08-31,Wroclaw,Oltaszyn,2.0,42.4,1.0,16.0,1.0,2020.0,1.48,94-326,8388,355668
799452,2025-02-19,Krakow,Podgorze,1.0,51.4,1.0,14.0,1.0,1982.0,3.59,22-224,8453,434502
66313,2025-05-26,Gdansk,Wrzeszcz,2.0,79.5,0.0,6.0,1.0,2008.0,2.26,68-297,8831,702104
18034,2025-01-23,Krakow,Zwierzyniec,1.0,39.6,14.0,11.0,1.0,1999.0,9.5,86-376,5867,232339
347592,2025-01-07,Krakow,Nowa Huta,3.0,74.2,13.0,13.0,1.0,1987.0,8.17,26-339,4946,367023
768900,2024-03-09,Wroclaw,Oltaszyn,4.0,101.2,15.0,14.0,0.0,1966.0,0.39,28-924,8010,810637
496002,2025-01-17,Poznan,Winogrady,5.0,121.6,3.0,14.0,1.0,1968.0,5.2,81-676,5156,626950
743122,2024-04-30,Wroclaw,Stare Miasto,2.0,105.1,14.0,6.0,0.0,1969.0,8.74,64-180,4514,474434
673849,2024-12-09,Poznan,Rataje,2.0,68.1,6.0,9.0,1.0,2011.0,,63-137,7308,497647
669809,2025-04-22,Lodz,Widzew,,74.1,7.0,6.0,1.0,2007.0,3.45,94-820,4464,330790
242798,2024-07-13,Krakow,Podgorze,2.0,93.5,3.0,9.0,1.0,2008.0,4.87,83-435,7055,659628
361443,2025-09-02,Wroclaw,Oltaszyn,,74.1,11.0,6.0,1.0,1986.0,11.27,64-610,3654,270787
456834,2024-04-29,Warszawa,Srodmiescie,2.0,95.1,14.0,17.0,1.0,1956.0,1.76,64-851,14073,1338315
528370,2024-10-06,Krakow,Krowodrza,3.0,90.4,15.0,11.0,1.0,2014.0,14.0,80-514,3720,336257
752533,2024-05-28,Krakow,Zwierzyniec,1.0,84.3,5.0,16.0,1.0,2019.0,6.39,51-456,6563,553220
324215,2025-03-15,Warszawa,Bielany,2.0,72.2,15.0,6.0,1.0,2004.0,5.01,41-184,10287,742755
209623,2025-07-14,Wroclaw,Fabryczna,2.0,94.2,12.0,12.0,1.0,1958.0,9.86,52-656,3500,329700
427525,2024-03-11,Wroclaw,Stare Miasto,2.0,78.4,,12.0,0.0,1979.0,4.86,62-891,7328,574495
646882,2024-12-08,Wroclaw,Krzyki,4.0,46.7,0.0,13.0,1.0,1955.0,5.06,68-142,6332,295703
422957,2024-06-13,Lodz,Gorny,1.0,60.9,9.0,9.0,1.0,1981.0,0.55,69-735,6456,393174
133773,2023-11-05,Wroclaw,Oporow,3.0,58.1,,5.0,1.0,1980.0,6.41,93-900,5827,338557
141962,2025-06-21,Poznan,Wilda,1.0,51.8,0.0,15.0,1.0,1996.0,3.11,36-631,6467,334983
281799,2024-02-29,Poznan,Stare Miasto,5.0,97.9,6.0,4.0,0.0,1956.0,1.94,21-195,7887,772129
49546,2023-11-14,Krakow,Bronowice,1.0,70.2,8.0,12.0,1.0,,7.57,36-103,5824,408861
538776,2024-05-08,Gdansk,Orunia,2.0,49.1,10.0,10.0,1.0,1994.0,2.24,66-120,7354,361086
772511,2024-04-23,Warszawa,Mokotow,,83.5,2.0,10.0,1.0,2002.0,4.86,58-861,10558,881587
399936,2025-05-27,Poznan,Jezyce,2.0,81.6,3.0,,1.0,1983.0,8.73,93-799,4337,353901
88249,2024-07-27,Warszawa,Targowek,3.0,88.0,7.0,7.0,1.0,1971.0,4.95,56-974,7905,695622
734095,2025-02-13,Lodz,Karolew,3.0,79.8,15.0,6.0,1.0,1969.0,15.12,28-393,3500,279300
304093,2025-07-09,Wroclaw,Stare Miasto,3.0,79.3,13.0,4.0,,1996.0,3.67,24-743,7152,567138
787970,2024-03-17,Warszawa,Bemowo,1.0,63.3,15.0,4.0,0.0,1988.0,7.58,74-207,5406,342230
776237,2024-02-14,Warszawa,Bielany,2.0,99.8,2.0,15.0,1.0,,8.73,71-889,5628,561704
278653,2024-08-10,Poznan,Nowe Miasto,4.0,102.4,15.0,6.0,1.0,1980.0,10.64,91-461,3500,358400
550529,2023-12-10,Gdansk,Srodmiescie,2.0,87.1,6.0,9.0,0.0,1971.0,7.2,57-607,6372,554971
664091,2025-08-31,Warszawa,Praga,3.0,72.3,3.0,11.0,1.0,1963.0,12.52,91-946,4067,294064
212049,2024-03-08,Gdansk,Osowa,2.0,58.4,6.0,12.0,1.0,1983.0,2.13,93-667,7600,443854
434771,2025-09-26,Lodz,Teofilow,1.0,51.1,10.0,10.0,0.0,,1.72,29-355,5313,271485
193720,2024-06-16,Warszawa,Zoliborz,4.0,71.7,5.0,6.0,1.0,2021.0,2.89,31-357,11384,816253
575382,2024-01-25,Poznan,Rataje,4.0,88.8,9.0,12.0,1.0,2008.0,7.96,75-805,4440,394310
59045,2024-09-27,Wroclaw,Krzyki,1.0,47.9,,7.0,0.0,2011.0,5.11,81-380,6538,313191
668346,2023-10-13,Lodz,Gorny,3.0,88.9,6.0,4.0,0.0,1969.0,1.6,50-558,5443,483853
703276,2024-11-19,Lodz,Polesie,2.0,107.6,10.0,12.0,1.0,,4.69,86-101,5091,547784
718597,2024-01-27,Warszawa,Praga,4.0,85.8,12.0,17.0,1.0,2009.0,5.14,54-591,8054,691071
65288,2024-01-21,Warszawa,Praga,2.0,99.3,15.0,13.0,1.0,1992.0,8.13,54-459,6415,637005
737432,2025-02-09,Lodz,Polesie,4.0,99.6,15.0,10.0,1.0,1993.0,3.69,27-862,5363,534131
457665,2025-02-02,Poznan,Wilda,2.0,61.8,1.0,8.0,1.0,2020.0,6.06,12-974,4565,282136
120053,2024-01-05,Gdansk,Przymorze,1.0,40.3,2.0,14.0,1.0,1972.0,11.27,71-292,4319,174073
492536,2024-05-21,Gdansk,Osowa,4.0,94.1,7.0,15.0,1.0,2008.0,,78-352,6478,609603
526095,2025-05-13,Krakow,Nowa Huta,2.0,54.2,8.0,8.0,1.0,2017.0,6.9,25-166,5211,282458
621768,2024-10-02,Krakow,Krowodrza,2.0,80.6,12.0,11.0,1.0,2003.0,6.22,51-676,8117,654226
396433,2025-02-16,Gdansk,Srodmiescie,2.0,72.8,13.0,7.0,1.0,1976.0,1.76,34-468,10610,772436
723880,2023-10-22,Poznan,Stare Miasto,4.0,91.9,9.0,4.0,0.0,2003.0,0.31,14-595,8749,804048
609591,2024-04-08,Gdansk,Srodmiescie,,72.6,13.0,12.0,,,1.0,31-982,11698,849268
388419,2025-08-16,Warszawa,Praga,4.0,66.5,13.0,15.0,1.0,1993.0,5.02,84-259,8358,555795
791196,2025-03-05,Warszawa,Mokotow,1.0,69.1,1.0,9.0,0.0,1998.0,5.33,39-754,9084,627694
2795,2023-11-25,Wroclaw,Stare Miasto,3.0,57.3,6.0,16.0,0.0,1966.0,8.62,83-682,5467,313277
117820,2025-01-26,Krakow,Stare Miasto,4.0,84.6,1.0,12.0,1.0,,0.43,50-417,10789,912709
343096,2025-05-10,Wroclaw,Biskupin,2.0,85.4,12.0,10.0,1.0,1957.0,0.37,94-953,9883,843968
